rho,beta,seed,iteration,tcr,mean_energy,sigma_energy
0.05,1.0,9,11,0.30242272347535504,215.36263762551283,0.5130829253557972
0.05,1.0,9,12,0.30242272347535504,214.82535840489928,0.5101217960745867
0.05,1.0,9,13,0.30492898913951544,214.2783735568009,0.5812229986101165
0.05,1.0,9,14,0.30492898913951544,213.69138870870256,0.5877589394767023
0.05,1.0,9,15,0.30492898913951544,213.16511453872286,0.66484750757402
0.05,1.0,9,16,0.3082706766917293,212.58227182624827,0.6852056502743997
0.05,1.0,9,17,0.3082706766917293,211.9952869781499,0.7138118559717168
0.05,1.0,9,18,0.3082706766917293,211.42901280817023,0.7400710699387012
0.05,1.0,9,19,0.31495405179615704,210.88516504506174,0.7429142425164644
0.05,1.0,9,20,0.31495405179615704,210.3180272397135,0.7702106186523617
0.05,1.0,9,21,0.31996658312447784,209.77417947660496,0.7814364533477357
0.05,1.0,9,22,0.3208020050125313,209.1896320715085,0.8011471514424308
0.05,1.0,9,23,0.3216374269005848,208.57779440966777,0.8289829807212424
0.05,1.0,9,24,0.3216374269005848,207.9618146122033,0.8580240327141555
0.05,1.0,9,25,0.3241436925647452,207.4013983065999,0.8822711607779536
0.05,1.0,9,26,0.33249791144527985,206.82255466453506,0.8615472094568095
0.05,1.0,9,27,0.34753550543024225,206.2579962233079,0.8895808586525646
0.05,1.0,9,28,0.34753550543024225,205.66353083412614,0.9158395898281889
0.05,1.0,9,29,0.35505430242272346,205.10139879977015,0.9181203432364426
0.05,1.0,9,30,0.3567251461988304,204.51441395167183,0.9309127090999677
0.05,1.0,9,31,0.3567251461988304,203.90257628983107,0.9544792290199543
0.05,1.0,9,32,0.3567251461988304,203.3155914417327,0.9773620473290545
0.05,1.0,9,33,0.3567251461988304,202.71203805113947,0.9929496714272957
0.05,1.0,9,34,0.3567251461988304,202.09605825367495,1.0266376736682028
0.05,1.0,9,35,0.3567251461988304,201.52149981244784,1.037808392581468
0.05,1.0,9,36,0.3567251461988304,200.91794642185454,1.0769603551783808
0.05,1.0,9,37,0.3567251461988304,200.33510370937992,1.0937570716319207
0.05,1.0,9,38,0.3567251461988304,199.76468740377646,1.139770998854164
0.05,1.0,9,39,0.3592314118629908,199.1818446913019,1.1739333942252779
0.05,1.0,9,40,0.3642439431913116,198.62557052132223,1.2028904974016317
0.05,1.0,9,41,0.3642439431913116,198.00031226261953,1.232551227198628
0.05,1.0,9,42,0.3642439431913116,197.40090100765002,1.2517428749009847
0.05,1.0,9,43,0.3642439431913116,196.78906334580927,1.2731332080025766
0.05,1.0,9,44,0.3642439431913116,196.18136781959225,1.3109218789344104
0.05,1.0,9,45,0.3642439431913116,195.58609870024645,1.3284198466439494
0.05,1.0,9,46,0.3642439431913116,194.97840317402944,1.381480500857509
0.05,1.0,9,47,0.3642439431913116,194.38727619030735,1.3969732700719473
0.05,1.0,9,48,0.3642439431913116,193.78372279971407,1.4288677506581051
0.05,1.0,9,49,0.3642439431913116,193.18845368036827,1.4691370603566785
0.05,1.0,9,50,0.3642439431913116,192.59732669664618,1.5231491710731715
0.05,1.0,9,51,0.3642439431913116,191.98548903480543,1.53710515833104
0.05,1.0,9,52,0.3642439431913116,191.37365137296473,1.5694996816205937
0.05,1.0,9,53,0.3642439431913116,190.78666652486635,1.6189321308377485
0.05,1.0,9,54,0.3642439431913116,190.19139740552052,1.6700599850790754
0.05,1.0,9,55,0.36507936507936506,189.5795597436798,1.7129771008328567
0.05,1.0,9,56,0.36507936507936506,188.9884327599577,1.7491996830420207
0.05,1.0,9,57,0.36507936507936506,188.3931636406119,1.7842830688528002
0.05,1.0,9,58,0.36507936507936506,187.81446306376102,1.8288707489910383
0.05,1.0,9,59,0.36507936507936506,187.21505180879146,1.8715217638664285
0.05,1.0,9,60,0.36507936507936506,186.60735628257447,1.9117135170613282
0.05,1.0,9,61,0.36507936507936506,185.99966075635746,1.963463627594874
0.05,1.0,9,62,0.36507936507936506,185.42096017950658,2.019170482420014
0.05,1.0,9,63,0.36507936507936506,184.82569106016075,2.0634133823268743
0.05,1.0,9,64,0.36507936507936506,184.21799553394374,2.09998067049589
0.05,1.0,9,65,0.36507936507936506,183.6310106858454,2.1489152352675864
0.05,1.0,9,66,0.36507936507936506,183.05231010899453,2.2059584115748336
0.05,1.0,9,67,0.36507936507936506,182.4570409896487,2.2540061163374876
0.05,1.0,9,68,0.36507936507936506,181.8617718703029,2.304777096484979
0.05,1.0,9,69,0.36507936507936506,181.28721342907576,2.366482449067861
0.05,1.0,9,70,0.36507936507936506,180.68780217410617,2.409837878706042
0.05,1.0,9,71,0.36507936507936506,180.08839091913666,2.4585826333722696
0.05,1.0,9,72,0.36507936507936506,179.48897966416712,2.5084984150055343
0.05,1.0,9,73,0.36507936507936506,178.88542627357384,2.55145820205931
0.05,1.0,9,74,0.36507936507936506,178.30672569672294,2.6116980839374517
0.05,1.0,9,75,0.36507936507936506,177.69074589925847,2.6375567823616537
0.05,1.0,9,76,0.36507936507936506,177.06648183054656,2.685983142138715
0.05,1.0,9,77,0.36507936507936506,176.4629284399533,2.7389329925049535
0.05,1.0,9,78,0.36507936507936506,175.8718014562312,2.797896712626455
0.05,1.0,9,79,0.36507936507936506,175.2931008793803,2.856978691291395
0.05,1.0,9,80,0.36507936507936506,174.6978317600345,2.9004116810377996
0.05,1.0,9,81,0.36507936507936506,174.09427836944124,2.948946849672004
0.05,1.0,9,82,0.36507936507936506,173.4658721651055,2.9929942781521213
0.05,1.0,9,83,0.36507936507936506,172.8913137238784,3.0412772394174463
0.05,1.0,9,84,0.36507936507936506,172.27947606203765,3.0827642634531514
0.05,1.0,9,85,0.36507936507936506,171.68006480706813,3.136299539902995
0.05,1.0,9,86,0.36507936507936506,171.08893782334604,3.1983370766509083
0.05,1.0,9,87,0.36507936507936506,170.4771001615053,3.244616964699359
0.05,1.0,9,88,0.36507936507936506,169.8942574490307,3.3089821050351516
0.05,1.0,9,89,0.36507936507936506,169.31141473655606,3.3685479316224995
0.05,1.0,9,90,0.36507936507936506,168.70371921033905,3.416535109670581
0.05,1.0,9,91,0.36507936507936506,168.12501863348814,3.4796470551966583
0.05,1.0,9,92,0.36507936507936506,167.55046019226103,3.5449731669103834
0.05,1.0,9,93,0.36507936507936506,166.92205398792535,3.5846032130549466
0.05,1.0,9,94,0.36507936507936506,166.32678486857952,3.6339793267830633
0.05,1.0,9,95,0.36507936507936506,165.73151574923372,3.6884525440597726
0.05,1.0,9,96,0.36507936507936506,165.12796235864045,3.7305855766463356
0.05,1.0,9,97,0.36507936507936506,164.5285511036709,3.787162949612838
0.05,1.0,9,98,0.36507936507936506,163.94570839119626,3.8470909940517735
0.05,1.0,9,99,0.36507936507936506,163.33387072935554,3.885853905197978
0.05,1.0,9,100,0.36507936507936506,162.72203306751481,3.923838677360145
0.05,1.0,9,101,0.36507936507936506,162.09776899880288,3.9743398951802673
0.05,1.0,9,102,0.36507936507936506,161.4859313369621,4.02560901520894
0.05,1.0,9,103,0.36507936507936506,160.91137289573498,4.092118587538735
0.05,1.0,9,104,0.36507936507936506,160.31610377638916,4.138295503478632
0.05,1.0,9,105,0.36507936507936506,159.7084082501721,4.188606628237132
0.05,1.0,9,106,0.36507936507936506,159.10485485957886,4.2433751393548516
0.05,1.0,9,107,0.36507936507936506,158.52201214710425,4.309094882344895
0.05,1.0,9,108,0.36507936507936506,157.93916943462963,4.3742345511748075
0.05,1.0,9,109,0.36507936507936506,157.3646109934025,4.44427150780328
0.05,1.0,9,110,0.36507936507936506,156.77348400968043,4.498584439487884
0.05,1.0,9,111,0.36507936507936506,156.1906412972058,4.559899667133825
0.05,1.0,9,112,0.36507936507936506,155.5870879066125,4.605038457737479
0.05,1.0,9,113,0.36507936507936506,154.9918187872667,4.661925185453547
0.05,1.0,9,114,0.36507936507936506,154.40483393916836,4.721914572906739
0.05,1.0,9,115,0.36507936507936506,153.79713841295134,4.773545359854582
0.05,1.0,9,116,0.36507936507936506,153.22672210734794,4.834401465634052
0.05,1.0,9,117,0.36507936507936506,152.6148844455072,4.879059151248513
0.05,1.0,9,118,0.36507936507936506,152.00718891929017,4.9326328438968625
0.05,1.0,9,119,0.36507936507936506,151.41606193556808,4.9875819082988855
0.05,1.0,9,120,0.36507936507936506,150.80008213810362,5.031687049695852
0.05,1.0,9,121,0.36507936507936506,150.20481301875782,5.086963215201452
0.05,1.0,9,122,0.36507936507936506,149.60125962816454,5.139591949340089
0.05,1.0,9,123,0.36507936507936506,149.0059905088187,5.197856588101695
0.05,1.0,9,124,0.36507936507936506,148.37758430448307,5.228418863941373
0.05,1.0,9,125,0.36507936507936506,147.78231518513726,5.286635499102411
0.05,1.0,9,126,0.36507936507936506,147.17047752329648,5.34093199798865
0.05,1.0,9,127,0.36507936507936506,146.5627819970795,5.393915355186916
0.05,1.0,9,128,0.36507936507936506,145.96751287773367,5.450519119129961
0.05,1.0,9,129,0.36507936507936506,145.3266802665268,5.483608964990781
0.05,1.0,9,130,0.36507936507936506,144.73555328280474,5.541592001038794
0.05,1.0,9,131,0.36507936507936506,144.10300494284533,5.575202370468436
0.05,1.0,9,132,0.36507936507936506,143.49530941662832,5.619653621131538
0.05,1.0,9,133,0.36507936507936506,142.90004029728252,5.680475764704479
0.05,1.0,9,134,0.36507936507936506,142.3047711779367,5.733665990642728
0.05,1.0,9,135,0.36507936507936506,141.68879138047225,5.777518034648823
0.05,1.0,9,136,0.36507936507936506,141.09766439675013,5.8369898772887385
0.05,1.0,9,137,0.36507936507936506,140.4734003280382,5.884900513497022
0.05,1.0,9,138,0.36507936507936506,139.8905576155636,5.944138013910903
0.05,1.0,9,139,0.36507936507936506,139.2621514112279,5.988025713466738
0.05,1.0,9,140,0.36507936507936506,138.67102442750587,6.0450564155717785
0.05,1.0,9,141,0.36507936507936506,138.05504463004138,6.089519317757502
0.05,1.0,9,142,0.36507936507936506,137.44734910382437,6.1456152741141254
0.05,1.0,9,143,0.36507936507936506,136.8437957132311,6.205200858203873
0.05,1.0,9,144,0.36507936507936506,136.25681086513273,6.265392980781148
0.05,1.0,9,145,0.36507936507936506,135.65325747453943,6.318897050159034
0.05,1.0,9,146,0.36507936507936506,135.04970408394618,6.372732443842183
0.05,1.0,9,147,0.36507936507936506,134.45029282897664,6.425104071363808
0.05,1.0,9,148,0.36507936507936506,133.8467394383834,6.477462170177281
0.05,1.0,9,149,0.36507936507936506,133.21419109842395,6.527225288880135
0.05,1.0,9,150,0.36507936507936506,132.60649557220694,6.582685317265111
0.05,1.0,9,151,0.36507936507936506,132.0319371309798,6.646100524922103
0.05,1.0,9,152,0.36507936507936506,131.44495228288145,6.70050294138015
0.05,1.0,9,153,0.36507936507936506,130.86210957040686,6.758217747289478
0.05,1.0,9,154,0.36507936507936506,130.26269831543726,6.81881898507471
0.05,1.0,9,155,0.36507936507936506,129.62186570423043,6.860044548303488
0.05,1.0,9,156,0.36507936507936506,129.04316512737955,6.9242717269796605
0.05,1.0,9,157,0.36507936507936506,128.4561802792812,6.989468174872975
0.05,1.0,9,158,0.36507936507936506,127.84848475306417,7.046840533006087
0.05,1.0,9,159,0.36507936507936506,127.22836281997597,7.102043501501009
0.05,1.0,9,160,0.36507936507936506,126.6372358362539,7.165676747247305
0.05,1.0,9,161,0.36507936507936506,126.03368244566063,7.21757603468752
0.05,1.0,9,162,0.36507936507936506,125.42184478381986,7.272295253739878
0.05,1.0,9,163,0.36507936507936506,124.83485993572154,7.337691082447809
0.05,1.0,9,164,0.36507936507936506,124.23959081637574,7.396820431771368
0.05,1.0,9,165,0.36507936507936506,123.64432169702991,7.4580861002401555
0.05,1.0,9,166,0.36507936507936506,123.02419976394171,7.509912624018798
0.05,1.0,9,167,0.36507936507936506,122.43721491584338,7.566307782568846
0.05,1.0,9,168,0.36507936507936506,121.80880871150768,7.609945368328057
0.05,1.0,9,169,0.36507936507936506,121.20111318529067,7.6720079485414585
0.05,1.0,9,170,0.36507936507936506,120.59755979469739,7.727014177589189
0.05,1.0,9,171,0.36507936507936506,119.98986426848039,7.789166346914896
0.05,1.0,9,172,0.36507936507936506,119.39045301351086,7.847158084066416
0.05,1.0,9,173,0.36507936507936506,118.77447321604639,7.896567810433567
0.05,1.0,9,174,0.36507936507936506,118.18334623232428,7.965746834295079
0.05,1.0,9,175,0.36507936507936506,117.59636138422596,8.027779926753174
0.05,1.0,9,176,0.36507936507936506,117.00109226488011,8.082159251410282
0.05,1.0,9,177,0.36507936507936506,116.39753887428688,8.143007635593474
0.05,1.0,9,178,0.36507936507936506,115.80226975494104,8.20300400816588
0.05,1.0,9,179,0.36507936507936506,115.20285849997151,8.267713159022614
0.05,1.0,9,180,0.36507936507936506,114.59102083813077,8.325773177827195
0.05,1.0,9,181,0.36507936507936506,113.98746744753748,8.38155400648019
0.05,1.0,9,182,0.36507936507936506,113.40048259943913,8.448879300562382
0.05,1.0,9,183,0.36507936507936506,112.77621853072719,8.49053828536393
0.05,1.0,9,184,0.36507936507936506,112.18094941138138,8.54044988526291
0.05,1.0,9,185,0.36507936507936506,111.58568029203556,8.605026581245077
0.05,1.0,9,186,0.36507936507936506,111.00283757956095,8.668536596063472
0.05,1.0,9,187,0.36507936507936506,110.39928418896768,8.722818244436757
0.05,1.0,9,188,0.36507936507936506,109.80401506962187,8.788557864263574
0.05,1.0,9,189,0.36507936507936506,109.18803527215739,8.835282391872221
0.05,1.0,9,190,0.36507936507936506,108.58862401718784,8.899707475842972
0.05,1.0,9,191,0.36507936507936506,107.98507062659458,8.962005169256337
0.05,1.0,9,192,0.36507936507936506,107.3690908291301,9.014858332365538
0.05,1.0,9,193,0.36507936507936506,106.76553743853682,9.067263832688706
0.05,1.0,9,194,0.36507936507936506,106.15784191231981,9.126597831823002
0.05,1.0,9,195,0.36507936507936506,105.5501463861028,9.176999599038968
0.05,1.0,9,196,0.36507936507936506,104.9424508598858,9.237112180119722
0.05,1.0,9,197,0.36507936507936506,104.3347553336688,9.283279072252668
0.05,1.0,9,198,0.36507936507936506,103.7270598074518,9.341276903412439
0.05,1.0,9,199,0.36507936507936506,103.1235064168585,9.38902769025239
0.05,1.0,9,200,0.36507936507936506,102.50752661939403,9.439511697535618
0.05,1.0,9,201,0.36507936507936506,101.91225750004821,9.508496815135269
0.05,1.0,9,202,0.36507936507936506,101.30041983820749,9.567130693393935
0.05,1.0,9,203,0.36507936507936506,100.70515071886166,9.632739200386776
0.05,1.0,9,204,0.36507936507936506,100.10988159951584,9.685901777334566
0.05,1.0,9,205,0.36507936507936506,99.49804393767512,9.74435343937633
0.05,1.0,9,206,0.36507936507936506,98.8903484114581,9.79940586100938
0.05,1.0,9,207,0.36507936507936506,98.29093715648855,9.861422748283095
0.05,1.0,9,208,0.36507936507936506,97.68324163027155,9.922853145604877
0.05,1.0,9,209,0.36507936507936506,97.07968823967828,9.986224674381944
0.05,1.0,9,210,0.36507936507936506,96.46785057783754,10.04068484450308
0.05,1.0,9,211,0.36507936507936506,95.86429718724426,10.100408734021393
0.05,1.0,9,212,0.36507936507936506,95.25245952540351,10.150098122293834
0.05,1.0,9,213,0.36507936507936506,94.64890613481023,10.20520901733817
0.05,1.0,9,214,0.36507936507936506,94.07020555795935,10.266695377650741
0.05,1.0,9,215,0.36507936507936506,93.4956471167322,10.335051505669371
0.05,1.0,9,216,0.36507936507936506,92.87966731926772,10.39152544509498
0.05,1.0,9,217,0.36507936507936506,92.27197179305071,10.439240000008521
0.05,1.0,9,218,0.36507936507936506,91.68084480932865,10.504743169320578
0.05,1.0,9,219,0.36507936507936506,91.08143355435911,10.565894372611094
0.05,1.0,9,220,0.36507936507936506,90.490306570637,10.623644589002664
0.05,1.0,9,221,0.36507936507936506,89.90332172253866,10.692307399768922
0.05,1.0,9,222,0.36507936507936506,89.3121947388166,10.764739745863753
0.05,1.0,9,223,0.36507936507936506,88.72106775509451,10.831723791050786
0.05,1.0,9,224,0.36507936507936506,88.11751436450123,10.89524047781696
0.05,1.0,9,225,0.36507936507936506,87.52638738077914,10.96374151095328
0.05,1.0,9,226,0.36507936507936506,86.90626544769094,11.005844051444406
0.05,1.0,9,227,0.36507936507936506,86.29856992147394,11.05610007310707
0.05,1.0,9,228,0.36507936507936506,85.68673225963319,11.111715327601248
0.05,1.0,9,229,0.36507936507936506,85.05832605529754,11.159951239470706
0.05,1.0,9,230,0.36507936507936506,84.458914800328,11.207693585581097
0.05,1.0,9,231,0.36507936507936506,83.84293500286353,11.267380677678311
0.05,1.0,9,232,0.36507936507936506,83.23938161227025,11.332661144650096
0.05,1.0,9,233,0.36507936507936506,82.62754395042953,11.392918675378985
0.05,1.0,9,234,0.36507936507936506,82.04470123795491,11.459948362729566
0.05,1.0,9,235,0.36507936507936506,81.44943211860911,11.521361290069864
0.05,1.0,9,236,0.36507936507936506,80.86244727051077,11.585247975254346
0.05,1.0,9,237,0.36507936507936506,80.27546242241243,11.65536901483749
0.05,1.0,9,238,0.36507936507936506,79.65534048932423,11.712034934516748
0.05,1.0,9,239,0.36507936507936506,79.03936069185977,11.769772186587778
0.05,1.0,9,240,0.36507936507936506,78.43994943689022,11.832011123229758
0.05,1.0,9,241,0.36507936507936506,77.85296458879188,11.891305305030741
0.05,1.0,9,242,0.36507936507936506,77.25769546944608,11.96040593561892
0.05,1.0,9,243,0.36507936507936506,76.67485275697148,12.034580215578938
0.05,1.0,9,244,0.36507936507936506,76.07958363762566,12.099436875787609
0.05,1.0,9,245,0.36507936507936506,75.45946170453746,12.150368079245231
0.05,1.0,9,246,0.36507936507936506,74.8683347208154,12.215966464050041
0.05,1.0,9,247,0.36507936507936506,74.25649705897467,12.263913865206527
0.05,1.0,9,248,0.36507936507936506,73.66122793962884,12.331340173589155
0.05,1.0,9,249,0.36507936507936506,73.05353241341186,12.393185233885854
0.05,1.0,9,250,0.36507936507936506,72.47068970093724,12.459751831738656
0.05,1.0,9,251,0.36507936507936506,71.86299417472023,12.519418572557905
0.05,1.0,9,252,0.36507936507936506,71.26772505537444,12.585430291847958
0.05,1.0,9,253,0.36507936507936506,70.67245593602863,12.645572017537388
0.05,1.0,9,254,0.36507936507936506,70.0481918673167,12.6888624731365
0.05,1.0,9,255,0.36507936507936506,69.44878061234718,12.75358092629642
0.05,1.0,9,256,0.36507936507936506,68.84936935737764,12.815807454855674
0.05,1.0,9,257,0.36507936507936506,68.2375316955369,12.863252756680724
0.05,1.0,9,258,0.36507936507936506,67.60498335557752,12.903142539752775
0.05,1.0,9,259,0.36507936507936506,67.00142996498423,12.958616076352008
0.05,1.0,9,260,0.36507936507936506,66.39373443876724,13.018644030600207
0.05,1.0,9,261,0.36507936507936506,65.81089172629264,13.094677404807944
0.05,1.0,9,262,0.36507936507936506,65.19491192882819,13.149711789063137
0.05,1.0,9,263,0.36507936507936506,64.59550067385865,13.217551970558684
0.05,1.0,9,264,0.36507936507936506,63.996089418889106,13.286655552084621
0.05,1.0,9,265,0.36507936507936506,63.392536028295844,13.349963249234154
0.05,1.0,9,266,0.36507936507936506,62.77655623083139,13.406906109351306
0.05,1.0,9,267,0.36507936507936506,62.18128711148559,13.47721135368824
0.05,1.0,9,268,0.36507936507936506,61.598444399010965,13.5441234018448
0.05,1.0,9,269,0.36507936507936506,60.96589605905158,13.594589842442373
0.05,1.0,9,270,0.36507936507936506,60.37891121095324,13.65934510060746
0.05,1.0,9,271,0.36507936507936506,59.775357820359964,13.722994892960768
0.05,1.0,9,272,0.36507936507936506,59.15937802289551,13.769264041636166
0.05,1.0,9,273,0.36507936507936506,58.51026114044119,13.803091022750845
0.05,1.0,9,274,0.36507936507936506,57.902565614224194,13.866179246592576
0.05,1.0,9,275,0.36507936507936506,57.303154359254656,13.931502578883459
0.05,1.0,9,276,0.36507936507936506,56.716169511156316,13.999486407204012
0.05,1.0,9,277,0.36507936507936506,56.10433184931558,14.06130693311133
0.05,1.0,9,278,0.36507936507936506,55.47592564497992,14.113027918373756
0.05,1.0,9,279,0.36507936507936506,54.851661576267986,14.164703562426883
0.05,1.0,9,280,0.36507936507936506,54.23982391442725,14.21511668893552
0.05,1.0,9,281,0.36507936507936506,53.62798625258652,14.272884806259068
0.05,1.0,9,282,0.36507936507936506,53.02029072636951,14.333781220223159
0.05,1.0,9,283,0.36507936507936506,52.420879471399964,14.399717986388191
0.05,1.0,9,284,0.36507936507936506,51.821468216430425,14.467340519067955
0.05,1.0,9,285,0.36507936507936506,51.21377269021342,14.531277729054835
0.05,1.0,9,286,0.36507936507936506,50.62264570649134,14.603425949460895
0.05,1.0,9,287,0.36507936507936506,50.03566085839299,14.669813709902407
0.05,1.0,9,288,0.36507936507936506,49.44039173904718,14.730366485971873
0.05,1.0,9,289,0.36507936507936506,48.836838348453895,14.798885707608441
0.05,1.0,9,290,0.36507936507936506,48.2167164153657,14.855175664049574
0.05,1.0,9,291,0.36507936507936506,47.61730516039616,14.91294188303334
0.05,1.0,9,292,0.36507936507936506,47.00546749855541,14.97498247605763
0.05,1.0,9,293,0.36507936507936506,46.39362983671469,15.03564264109109
0.05,1.0,9,294,0.36507936507936506,45.77350790362648,15.087725907553299
0.05,1.0,9,295,0.36507936507936506,45.174096648656935,15.146349646007288
0.05,1.0,9,296,0.36507936507936506,44.58296966493485,15.221314848275805
0.05,1.0,9,297,0.36507936507936506,43.96698986747039,15.27994755799844
0.05,1.0,9,298,0.36507936507936506,43.35515220562964,15.336604874302145
0.05,1.0,9,299,0.36507936507936506,42.74331454378891,15.391726383906807
0.05,2.0,0,0,0.12839506172839507,221.47964206442356,0.12753976674464593
0.05,2.0,0,1,0.17037037037037037,220.90277715408394,0.19204018557926142
0.05,2.0,0,2,0.21316872427983538,220.36650298410422,0.24696587041952578
0.05,2.0,0,3,0.2411522633744856,219.80928333091492,0.27853622331927863
0.05,2.0,0,4,0.25267489711934155,219.22460447614557,0.275725737541047
0.05,2.0,0,5,0.2617283950617284,218.6641881705422,0.3120747537662851
0.05,2.0,0,6,0.2641975308641975,218.11696578227287,0.36723468760222294
0.05,2.0,0,7,0.26584362139917694,217.55483374791692,0.4130841026025421
0.05,2.0,0,8,0.26666666666666666,216.96370676419482,0.4924410702064011
0.05,2.0,0,9,0.26666666666666666,216.39743259421516,0.5564440498863378
0.05,2.0,0,10,0.26666666666666666,215.82701628861173,0.6023524960701906
0.05,2.0,0,11,0.2716049382716049,215.26488425425578,0.6551079663818785
0.05,2.0,0,12,0.2716049382716049,214.67789940615748,0.7153650264251451
0.05,2.0,0,13,0.2740740740740741,214.11162523617776,0.7709226887702402
0.05,2.0,0,14,0.2740740740740741,213.53706679495062,0.825297513010647
0.05,2.0,0,15,0.2740740740740741,212.954224082476,0.8693935707687731
0.05,2.0,0,16,0.2740740740740741,212.38380777687257,0.9365726500985359
0.05,2.0,0,17,0.2757201646090535,211.81339147126914,0.9847526941052116
0.05,2.0,0,18,0.2757201646090535,211.238833030042,1.0454692873983231
0.05,2.0,0,19,0.2757201646090535,210.6559903175674,1.1143227560633566
0.05,2.0,0,20,0.2757201646090535,210.11042682570633,1.1538078856653946
0.05,2.0,0,21,0.2757201646090535,209.54829479135043,1.20022719473579
0.05,2.0,0,22,0.2757201646090535,208.977878485747,1.2485201759452877
0.05,2.0,0,23,0.2757201646090535,208.40332004451983,1.28231433981055
0.05,2.0,0,24,0.2757201646090535,207.82876160329266,1.3539071969984586
0.05,2.0,0,25,0.2757201646090535,207.2210660770757,1.4154306825278768
0.05,2.0,0,26,0.2757201646090535,206.63408122897732,1.4489281624747516
0.05,2.0,0,27,0.2757201646090535,206.04295424525526,1.505804538027456
0.05,2.0,0,28,0.2765432098765432,205.45182726153317,1.5562972375240745
0.05,2.0,0,29,0.2765432098765432,204.88141095592977,1.5878877992884377
0.05,2.0,0,30,0.2765432098765432,204.32756319282126,1.6085172200468072
0.05,2.0,0,31,0.2765432098765432,203.7612890228416,1.6293806587281396
0.05,2.0,0,32,0.27901234567901234,203.2074412597331,1.649470579360249
0.05,2.0,0,33,0.27901234567901234,202.64945136100087,1.6983543976746278
0.05,2.0,0,34,0.27901234567901234,202.06246651290252,1.7638465200963562
0.05,2.0,0,35,0.27901234567901234,201.5169030210415,1.798940182705328
0.05,2.0,0,36,0.27901234567901234,200.91749176607192,1.8531037866250815
0.05,2.0,0,37,0.27901234567901234,200.355359731716,1.9042407666283452
0.05,2.0,0,38,0.27901234567901234,199.75594847674645,1.9610825474504614
0.05,2.0,0,39,0.27901234567901234,199.16067935740065,2.0110111544697915
0.05,2.0,0,40,0.27901234567901234,198.59854732304467,2.0393354137581956
0.05,2.0,0,41,0.27901234567901234,198.02398888181753,2.070906065904299
0.05,2.0,0,42,0.27901234567901234,197.4535725762141,2.1302965901652122
0.05,2.0,0,43,0.27901234567901234,196.87487199936322,2.19378136117771
0.05,2.0,0,44,0.27901234567901234,196.29617142251234,2.2354266080361946
0.05,2.0,0,45,0.27901234567901234,195.73818152378016,2.246150505608497
0.05,2.0,0,46,0.27901234567901234,195.1553388113055,2.3005046442382837
0.05,2.0,0,47,0.27901234567901234,194.56835396320716,2.3381470246988743
0.05,2.0,0,48,0.27901234567901234,193.97722697948507,2.3664904602924133
0.05,2.0,0,49,0.27901234567901234,193.40266853825796,2.4044884142084113
0.05,2.0,0,50,0.27901234567901234,192.8198258257833,2.4303776029505464
0.05,2.0,0,51,0.27901234567901234,192.24940952017988,2.458225663943524
0.05,2.0,0,52,0.27901234567901234,191.6748510789527,2.507325054156129
0.05,2.0,0,53,0.27901234567901234,191.08372409523068,2.5640087470498805
0.05,2.0,0,54,0.27901234567901234,190.5091656540035,2.633669362727643
0.05,2.0,0,55,0.27901234567901234,189.90975439903394,2.6999893675838647
0.05,2.0,0,56,0.27901234567901234,189.3351959578068,2.7464070821026296
0.05,2.0,0,57,0.27901234567901234,188.75235324533222,2.7789148985386776
0.05,2.0,0,58,0.27901234567901234,188.19436334659994,2.835132976334234
0.05,2.0,0,59,0.27901234567901234,187.64879985473894,2.860581205434778
0.05,2.0,0,60,0.27901234567901234,187.09495209163043,2.897833267887247
0.05,2.0,0,61,0.27901234567901234,186.54110432852198,2.9495456022211775
0.05,2.0,0,62,0.27901234567901234,185.96240375167108,3.0061786949031317
0.05,2.0,0,63,0.27901234567901234,185.37127676794898,3.066836302756759
0.05,2.0,0,64,0.27901234567901234,184.79257619109814,3.123493952970738
0.05,2.0,0,65,0.27901234567901234,184.21387561424723,3.148593262762176
0.05,2.0,0,66,0.27901234567901234,183.66831212238623,3.1718135422309963
0.05,2.0,0,67,0.27901234567901234,183.1020379524065,3.200062820567935
0.05,2.0,0,68,0.27901234567901234,182.51505310430818,3.2576234649947797
0.05,2.0,0,69,0.27901234567901234,181.93221039183354,3.320248532168457
0.05,2.0,0,70,0.27901234567901234,181.3576519506064,3.361101202908102
0.05,2.0,0,71,0.27901234567901234,180.79137778062673,3.406330239542464
0.05,2.0,0,72,0.27901234567901234,180.2209614750233,3.460689495271768
0.05,2.0,0,73,0.27901234567901234,179.6422608981724,3.513703495763
0.05,2.0,0,74,0.27901234567901234,179.08841313506394,3.546500344627476
0.05,2.0,0,75,0.27901234567901234,178.51799682946051,3.5816784492528257
0.05,2.0,0,76,0.27901234567901234,177.92686984573842,3.626669195437824
0.05,2.0,0,77,0.27901234567901234,177.3440271332638,3.683870020824286
0.05,2.0,0,78,0.27901234567901234,176.748758013918,3.7478993478028704
0.05,2.0,0,79,0.27901234567901234,176.19491025080953,3.803723171724081
0.05,2.0,0,80,0.27901234567901234,175.6037832670874,3.8683470250257006
0.05,2.0,0,81,0.27901234567901234,175.033366961484,3.918787769019823
0.05,2.0,0,82,0.27901234567901234,174.4380978421382,3.9701841091827337
0.05,2.0,0,83,0.27901234567901234,173.83868658716864,4.032238398127207
0.05,2.0,0,84,0.27901234567901234,173.2889809596839,4.061998312231247
